review,rating,date,lang
"At checkout the app declined my card payment even though I had enough credit, so i had to switch to cash and it kept sending a message that my payment was declined. So I closed the app and when I opened it again there were 2 orders with my input. Tried cancelling those orders right away and it kept sending a message that there was an error so now the restaurant recieved both orders and there is no way to contact some sort of support or anybody able to cancel my orders. -14.01.2023. Croatia",2,2023-01-14T23:02:20,en
can't order if you are not in your own country. not by cash not by card. have a lot to learn from UBER,1,2023-01-14T22:28:11,en
"Zamówienia w glovo to jakiś żart, czekam na zamówienie 2h, choć przewidywany czas dostawy to 30min, kurier do restauracji próbował dostać się przez 45min, dopiero po złożeniu skargi został ""wyrzucony"" i co jeszcze zabawniejsze zaczęto szukać nowego, niestety mimo iz chciałem anulować to zamówienie, glovo na siłę chciało mnie za swój brak kompetencji obciążyć kosztami. Totalnie antykonsumencka aplikacja i nie polecam",1,2023-01-14T21:33:54,pl
Vrlo često se dogodi da dobijemo hranu sa zakašnjenjem velikim i da bude hladna ima vrata ne jestiva a danas brat dobijemo neki vaučer kod od 200 RSD Šta je zaista smešno ko je odgovoran za ovakve stvari ne znam ali zaista nemam reči razdaljina od pet minuta trajala je 100min,1,2023-01-14T20:37:09,hr
I'm very happy,5,2023-01-14T20:14:06,no
la Sprite del MC è acqua,1,2023-01-14T19:58:32,it
app is not opening at 4g Internet...it stays blocked making it basically impossible to use at times.,1,2023-01-14T19:11:57,en
"Am having trouble signing up,,,, Its not allowing me to sign up",1,2023-01-14T18:56:53,en
The app is not working properly. It threw me out multiple times. After I ordered and paid my order did not go through to the restaurant in time and I had to wait an extra hour for my order. For the bugs in the app it should not be the customer the one who suffers...,2,2023-01-14T15:35:50,en
"Wow just wow! This delivers exactly where i need to, couriers are nice and you can finnaly pay with cash! This was a better experience than i had last month! Went from 2 stars to 5! I would really recomend this app",5,2023-01-14T15:22:09,en
"The prices seem a little exaggerating but...i can deal with it,ordering just sometimes like 3-4 times a month.",3,2023-01-14T14:59:32,en
perfect,5,2023-01-14T14:18:42,ca
Best app in the world,5,2023-01-14T12:52:15,en
"This app and the company are awful. I placed an order on December 9, 2022 and paid by card. Right after I paid, I received an email that my order was cancelled because the items were out of stock. To date, Jsnuary 14, 2023, I have not received my money back. I have contacted the company through the app several times and cannot get my refund.",1,2023-01-14T12:49:01,en
You can't even reach out to them when you have an issue. I have tried but no help!!!,1,2023-01-14T11:44:47,en
affordable prices,3,2023-01-14T11:24:16,ro
prompt delivery,5,2023-01-14T11:01:44,da
I love it 💕,5,2023-01-14T08:50:52,sl
Hrana je bila hladna a vozac dok je dolazio ranac mu je bio otvoren,1,2023-01-14T02:24:17,hr
They are fast in delivering products.,5,2023-01-13T22:12:20,en
it's was nice,3,2023-01-13T22:11:23,en
great service but has issues with miasing items,4,2023-01-13T21:39:30,en
top,5,2023-01-13T21:00:18,en
food,5,2023-01-13T20:47:49,en
"fast service, easy to use app and efficient!!",5,2023-01-13T20:16:26,en
"Sa va fie rușine!! Nu verificati restaurantele cu care colaborati si cand vi se cer banii inapoi raspundeti cu ,, ne cerem scuze dar nu va putem da banii inapoi ,, prefer Bolt Food si Tazz si in cel mai rau caz sa merg pe jos dupa mancare decat sa mai apelez la serviciile Glovo",1,2023-01-13T20:01:20,ro
Worst food app EVER!,1,2023-01-13T19:12:54,en
Great app and service,5,2023-01-13T18:58:48,en
"The company makes the restaurant owners pay for their services, making the food more expensive, then they make the user pay for the TRANSPORT and on top of that they added a fee for using the app. Pure Greed.",1,2023-01-13T18:33:44,en
Efficient,4,2023-01-13T17:51:42,es
Un pisat de aplicație și de serviciu Nu recomand,1,2023-01-13T17:40:21,ro
"Я пользовался Glovo почти ежедневно около года. Оплачивал подписку, мирился со всеми описанными в отзывах багами и косяками. Но последние несколько дней у меня не получается оплатить заказы картой (которая прекрасно работает с другими приложениями). Техподдержка, увы, никак не помогла. Прощай, Glovo.",1,2023-01-13T17:06:15,ru
Great,5,2023-01-13T15:18:38,en
It's just perfect more like having something's you need in one place,4,2023-01-13T14:02:13,en
just works. nothing more expected.,5,2023-01-13T14:00:08,en
"Amazing!! The delivery was right on time and not a moment late. However, the online payment was war, it wouldn't recognize my card.",4,2023-01-13T12:18:38,en
"Przemyśl. Woj. podkarpackie. Nie instalujcie apki, bo nie ma sensu. Próbowałem złożyć zamówienie kilka razy przez kilka dni. Komunikat z aplikacji: ""nie mamy kurierów, spróbuj za kilka minut""",1,2023-01-13T01:49:28,pl
foood foood food,5,2023-01-13T00:35:01,en
"Najgorsza obsługa jaka tylko. Istnieje. Zamawiam jedzenie o 21.00, jest napisane, że będzie o 21.30, potem jakieś śmieszne przeciąganie do 22, po czym aplikacja się nie chce odpalić. Ani jedzenia, ani możliwości sprawdzenia co jest nie tak, a za jedzenie zapłacone z góry. Któryś już raz taka sytuacja, nie polecam",1,2023-01-12T23:40:33,pl
good,5,2023-01-12T22:34:29,so
"Brakuje opcji sprawdzenia lokalizacji restauracji, a niestety te słabe kombinują i widnieją czasem w apce z różnymi nazwami - można się naciąć, nikt tego chyba nie weryfikuje. Fajnie też gdyby były widoczne opinie opisowe. Tak czy inaczej, dobrze było mieć apkę jako alternatywę, mimo tego, że było mało kurierów i czasem trzeba było zaczekać dłużej. Teraz w Oławie została tylko jedna dostępna ""restauracja"". Jak wróci reszta, to poprawię ocenę. - Restauracje wróciły, więc zwiększam ocenę.",4,2023-01-12T20:18:08,pl
"Your orders never come on time, you keep postponing the delivery time and I can't reach anyone from your call centre to get information about or cancel my order. So unprofessional and unnerving",1,2023-01-12T20:01:15,en
reliable and convenient,4,2023-01-12T19:39:07,fr
"The experience is very bad and horst than this is that you don't have a form to rate the food. Is not friendly at all. I ordered 3 times in a row from different restaurants which were rated well and the food was very bad. Is not sufficient to just give a like. Create a form with delivery time, food, price etc. I do not recommend this app.",1,2023-01-12T17:36:25,en
خدمة جد سيئة تم سرقتي من طرف التطبيق بطريقة غير مباشرة لم اتوصل الى حل يرضني تم تجاهلي,1,2023-01-12T17:19:32,ar
very fast and reliable,5,2023-01-12T17:05:33,en
good service,5,2023-01-12T14:52:15,hr
Ne mogu da je otvorim ceo dan. Aplikacija je azurirana i jos uvek imam taj problem,1,2023-01-12T13:57:47,hr
great,5,2023-01-12T13:53:49,ro
delivery fee is too expensive,4,2023-01-12T13:47:14,en
Literally unusable because of the error on adding my card. I couldn't really order much anyway due to shopping list getting cleared. Also there's no way to contact support except after making an order when waiting for it.,1,2023-01-12T12:21:09,en
good service,5,2023-01-12T04:12:02,hr
"Glovo service d'incompétent ' commande reçu avec Des urines de chat ""aucun remboursement n a été fait !!",1,2023-01-11T23:05:50,fr
Awful,1,2023-01-11T19:47:21,cy
Is there any way orders can be deleted? Would be appreciated. Thanks,4,2023-01-11T18:43:46,en
"Very useful, pretty good customer service",5,2023-01-11T18:07:53,en
"First time using it, it's nice!",4,2023-01-11T17:40:37,en
"The good thing is it's special,the bad thing is that you don't know if it's fake because you pay before the order not after,what the heck is that",2,2023-01-11T14:47:23,en
Pricey meals with less quantity,2,2023-01-11T14:34:05,en
awesome 👍,5,2023-01-11T14:06:31,af
reliable and fast,5,2023-01-11T13:42:18,en
please they should increase the amount of the food,4,2023-01-11T12:17:29,en
reliable,5,2023-01-11T11:58:43,ca
Glovo is a must have for everyone.,5,2023-01-11T11:50:27,en
perfect,5,2023-01-10T22:45:16,ca
"Overall very happy with all the service. Rarely had any issues with couriers, and even the couple of times I did the customer service was on point and I was compensated for it. Also even when the order had to be modified (because of restaurant stock issues) I was informed and price was changed accordingly. Will keep using Glovo for as long as this stays true :)",5,2023-01-10T19:50:48,en
"Every time I use this app to order food I regret it. The delivery is painfully slow, estimation time is never correct, if you can track it at all. The app isn't user-friendly. My recent experience made me delete the app entirely as it's not worth the bother. There are more professional alternatives, such as Wolt.",2,2023-01-10T19:43:48,en
The payment through cash is prohibited at times making it difficult to pay for my liquor 💔or food per say. Please do something,1,2023-01-10T19:22:47,en
Awesome app.,5,2023-01-10T18:32:32,af
top notch,5,2023-01-10T18:28:39,en
Very comfortable and stress-free. NICE ONE,4,2023-01-10T18:25:48,en
Супер нагло отношение от страна на куриерите ви !!!,1,2023-01-10T18:09:48,bg
Very low quality delivery service with the most useless customer support services ever.,1,2023-01-10T18:09:13,en
"Restaurants do not deliver even tho we are 10 minutes away from city centre. This never happened with donesi app. Also they charge for bad weather, but when actual rain start to fall 90% shops dissappear.",1,2023-01-10T17:50:30,en
Super Fast,5,2023-01-10T17:20:59,de
Мне очень не повезло с их не процессами и поддержкой. Хотя скорее всего 95% клиентов не попадут в такую ситуацию.,1,2023-01-10T16:30:36,ru
good service,5,2023-01-10T16:14:25,hr
It was a very terrible experience. I couldn't use mobile money to pay neither with cash I tried cancelling an order once wasn't working if it were up to me I wouldn't even give a star but I had to in order to post this review please work on the app coz after here am deleting this thing,1,2023-01-10T14:36:19,en
The app is okay but the problem is that some restaurant I order from are not I'm the app,1,2023-01-10T14:10:33,en
ok 👌,4,2023-01-10T14:04:35,sk
you're doing a good job Glovo ❤️🤍,5,2023-01-10T11:51:48,hr
great service,5,2023-01-10T10:56:49,en
rapid,5,2023-01-10T08:55:22,lt
Va doresc faliment.,1,2023-01-10T01:11:50,ca
"The price increase for delivery is unrealistic: we ordered 2 gourmanska pleskavica in PONCHO for 920 dinars summary, we paid 450 dinars for delivery from Block 23 to 21. The distance from Poncho to the house is 2 minutes by car. + The courier tricked out the tip. Didn't want to give change with the words: "" This is for the road"" I delete it forever and will never use it again.",1,2023-01-09T22:18:06,en
good,4,2023-01-09T21:59:34,so
Sramota...cekajte 2 sata za pizzu,1,2023-01-09T20:44:59,hr
Najgora aplikacija i firma za dostavu ikad,1,2023-01-09T20:41:37,hr
Good,5,2023-01-09T19:48:10,so
Everything time I order something it asked do I have the exact amount needed to pay for the meal or not i usually pick no and it ask how much do I have so that they can bring the right amount of change but at the end of the day they never have the right amount of change so what's the point of asking these questions if ur not going to do it. Always it a nice app,3,2023-01-09T19:19:14,en
Uvek je isporuka u tačno navedeno vreme prijatni kuriri sve preporuke,5,2023-01-09T19:19:02,hr
"The app doesn't have translation from georgian to english , lacks location services not accurate , restaurants open in another apps but glovo no even if its near , laggy , doesn't have option to reply on the order for restaurants to improve",3,2023-01-09T19:13:17,en
Uzas,1,2023-01-09T18:39:46,pl
it's fast and friends thanks Glovo,5,2023-01-09T18:23:02,en
Bad service,1,2023-01-09T18:02:15,en
FFXI bush officially,1,2023-01-09T17:58:34,en
"Please help me ,I can't access it nothing shows when I open the app,I can't do anything I can't place an order",1,2023-01-09T16:46:39,en
es una buena app y encima piedes pagar en efectivo jsjs pero la cosa es q esta un poco cara pero igual los repartidores son muy amigables,4,2023-01-09T16:36:37,es
"Can't log in, the sms code didn't work and the only other option is a phone call but only in Portuguese, a language I don't understand.",1,2023-01-09T15:39:25,en
You are the best among others,5,2023-01-09T13:32:11,en
"If you have an American phone number, don't even bother downloading. It requires a number to verify an order. Even though they have Puerto Rico as the US +1 code option, they say they don't support countries with a single digit code... so why even include it as an option?? What a wait of my time.",1,2023-01-09T12:08:55,en
"Application clearly has a major bug. Sometimes the process hangs when you try to pay from app. No warning, no error message nothing. You are stuck with a white screen",2,2023-01-09T11:47:17,en
"Very poor service, order in first Chiken man wait one hour and finally I here from them food is not available, after I try to aboudi fast-food they said no rider available. Very upset and suggest people don't even try and waste your time.",1,2023-01-08T22:15:37,en
Don't force me to make account before I can even see what restaurants are on there.,1,2023-01-08T21:52:24,en
"Wow unbelievable, I got my delivery real fast amd in the best condition ever.",5,2023-01-08T21:38:54,en
its very good and reliable to use when craving any type of food,5,2023-01-08T18:31:51,en
Mauvaise service,1,2023-01-08T18:27:48,fr
Does not show closed restaurants so its a guessing game on weekends. Thoroughly dissapointed.,2,2023-01-08T16:06:31,en
The app doesn't have translation available. And the GPS doesn't seem to work right. The customer service and couriers are horrible. I wouldn't suggest prime either,1,2023-01-08T15:57:06,en
it was very fast,5,2023-01-08T15:39:46,en
it's good,4,2023-01-08T14:57:08,en
fast and accurate,5,2023-01-08T14:55:20,en
sure app ❤️❤️💕💕,4,2023-01-08T13:24:16,fr
nice,5,2023-01-08T12:25:11,pl
Awesome,5,2023-01-08T08:52:31,af
♥️👌👌,5,2023-01-08T08:37:36,unknown
"Great app, fast delivery, love it!",5,2023-01-08T07:15:16,en
best app,5,2023-01-08T00:28:17,fr
just love,5,2023-01-07T21:59:22,sl
foarte naspa. am dat o comanda in care erau 2 placinte de la mc donalds si n am primit nici una si cand am incercat sa raportez mi a dat un cupon care valoreaza numai jumatate din pret! asa ceva nesimtire maxima.,1,2023-01-07T20:21:17,ro
Frumos ca nu acceptati alt numar de telefon decat de Romania.Bravo.Am comandat cu Bolt si am si economisit ceva banuti.,1,2023-01-07T20:21:05,ro
WHERE IS MCDONALD'S IN TÂRGOVIȘTE?!? I WANT SOME FRIES😭,1,2023-01-07T19:46:18,en
you're the best,5,2023-01-07T19:27:26,en
"Courier pays in cash and often cannot pay for little more expensive goods if they don't have enough money with them. Silly. Give them credit cards.... Another time in ""Anything"" delivery option courier bought completely different items which were of no use for me - instructions written were exact. Yet another time app charged me for already paid order event though it was clearly written that courier doesn't have to pay anything. That 4.6 app rating is fake. It miraculously went up from ~2.5.",1,2023-01-07T17:58:31,en
"Do you want to pay using Google Pay? Forget about it, the app is buggy and charged me twice without creating the order. And they don't even have a support where I can claim a refund...",1,2023-01-07T17:48:17,en
very efficient,5,2023-01-07T15:30:03,en
"Fast delivery, definitely a time saver",5,2023-01-07T15:26:58,en
App crashes a lot,2,2023-01-07T15:17:25,en
convenient,3,2023-01-07T15:00:02,es
perfect,5,2023-01-07T14:25:48,ca
very nice app,5,2023-01-07T13:36:31,en
I will say it's far better than other Food ordering platform in Nigeria.. also Your inhouse customer service are always fast and reliable.... Thank you,5,2023-01-07T12:34:32,en
"Который день не проходит оплата с карты. Приложение отправляет в банк, банк отправляет в приложение, говорят с их стороны все ок. Судя по тому что оплата не проходит только в глово: делаю вывод что банк прав. Одна звезда за то что нет абсолютно никакого способа связаться с тех поддержкой приложения (если она вообще существует) и выяснить по какой причине не проходит платёж с работающей карты.",1,2023-01-07T12:25:40,ru
all is good except bad english translation,4,2023-01-07T11:37:58,en
Very bad service because when I pressed food my only option was bread.,1,2023-01-07T03:41:51,en
everything was great,5,2023-01-07T00:39:25,en
Great,5,2023-01-06T23:04:29,en
Great!,5,2023-01-06T21:25:06,en
"Odvratan korisnički servis, nimalo ukazanog truda za rešavanje problema, radi se po principu 'tako je kako je'. Menjaju cene artikala (u restoranu jedna cena a na aplikaciji druga.. Bolesno)",1,2023-01-06T20:06:15,hr
"Mnogo loša usluga skinuli su pare sa kartice i ako nisam dobila tu porudžbinu, a kasnije kada sam ponovo narucila istu tu porudžbinu platila sam i kešom, a tek kasnije saznala da je skinuto i sa kartice!!!!!!!",1,2023-01-06T18:49:37,hr
Prices are not transparent as per my recent purchase,1,2023-01-06T18:47:10,en
Was ok then steady decline of quality of deliveries,5,2023-01-06T18:27:42,en
"No customer support, terrible communication",1,2023-01-06T17:55:19,it
is cool keep it up,5,2023-01-06T16:35:08,nl
"Customer service is an absolute joke, get yourselves candidates that can actually write a correct sentence and reoly to unsatisfued customers ON TIME!! BAD BAD BAD customer service, unsubscribed from Prime.",1,2023-01-06T15:45:04,en
excellent service,5,2023-01-06T15:35:02,fr
ფულს იპარავენ,1,2023-01-06T15:17:28,et
Great service and prices,5,2023-01-06T14:00:50,en
Good delivery,5,2023-01-06T13:36:24,da
ok,5,2023-01-06T13:08:25,sk
Should add ability to tip after delivery because I tipped before delivery and the courier was taking too long,3,2023-01-06T12:45:58,en
good job,1,2023-01-06T12:16:01,so
"First of all I've been charged for more than what was shown on the checkout. Second, when received my order, some items were missing. I asked for help and then only got refunded for one fifth of the value of those missing items. Also, the value they refunded, was actually the much I've ""extra paid"" after the checkout!",1,2023-01-06T11:02:38,en
Poor communication. No way to cancel orders when they take too long. The chats with customer service in the app also disappear leaving no record of complaints . Do not pay prior to receivibg your order.,1,2023-01-06T09:46:54,en
Awesome app,4,2023-01-06T07:30:33,en
exemplary,5,2023-01-06T06:34:49,ca
Vous envoyez des promos codes lorsqu'on appuie dedans bonjour erreur puis tu trouve rien (nsaba),1,2023-01-06T00:17:27,fr
good,5,2023-01-05T21:59:35,so
"So.... I live on a street that's part of the city but guess what.... Not on this app.... If a say a number that's across the street I get delivery... Otherwise I get access to less then half of the restaurant. I won't place any orders with this app ever again . Google asks me to rate ads experience. Why you advertise your prime service if I'm ""outside"" your area...",1,2023-01-05T21:26:01,en
Excellent,5,2023-01-05T21:03:09,ca
Best service,5,2023-01-05T20:25:27,fr
I have tried putting my address many times but it isn't doing so I can't even order anything 😠😡,1,2023-01-05T20:13:00,en
"Îmi arata ca trebuie sa plătesc o suma și nu ma lasă să plătesc decât cu cardul iar când îmi pun cardul costa mai mult,dacă nu îți aduce cv îți dă banii,dar io poți reutiliza doar la ei si doar câteva zile.",1,2023-01-05T20:05:48,ro
👌👌👌,5,2023-01-05T20:04:44,unknown
"Nu recomand, in cazul in care curierul nu îți aduce comanda, îți primești refound pe jumate din prețul produsului uitat,în loc să mai facă un drum pt restul produsului",1,2023-01-05T20:03:14,ro
best service,5,2023-01-05T18:41:01,en
"They wasted my time, for almost one hour, my food had not yet arrived. Pls try harder",1,2023-01-05T17:39:05,en
it's ok,4,2023-01-05T15:52:33,en
is a good app we need it,5,2023-01-05T14:51:12,en
excellent,5,2023-01-05T14:34:36,ca
slow delivery,3,2023-01-05T13:21:17,da
"Can't cancel order at all. Why is there no ""cancel order"" button? Only prepared answers. Missing ""chat with operator"". Awful",1,2023-01-05T12:49:16,en
amazing n fast,5,2023-01-05T12:42:48,tl
Good services Sometimes the delivery men are rude Customer Service top notch,4,2023-01-05T10:19:52,en
great,4,2023-01-05T10:06:02,ro
"Very bad app of company, they don't value customers",1,2023-01-05T06:12:59,en
Impossible de trouver certains restaurant. Expl Chicken nation alors qu'ils dissent être sur glovo (preuve en image),1,2023-01-04T21:53:42,fr
the delivery man is very fast and respectful to Mr Emmanuel the delivery man.,5,2023-01-04T19:00:13,en
"I had a bad experience with this service, I received 1 cheeseburger instead of 2 for the price 25 lari, and it wasn't an option to get second one, they just gave me 3 lari on Glovo account. Rediculous! If I ordered 2 cheeseburger, it means that I want 2 cheeseburger and not one cheeseburger and 3 lari",1,2023-01-04T18:42:22,en
Really slow service,1,2023-01-04T18:30:50,en
The payment options are limited,1,2023-01-04T18:26:16,en
Smeće od aplikacije koja nikad ne radi kako bi trebala da radi!!!,1,2023-01-04T17:56:39,hr
order came early and packed neatly. rider also communicated well. love the app,5,2023-01-04T17:44:18,en
your services are 👌,5,2023-01-04T17:09:08,fr
Жуть,5,2023-01-04T17:08:43,uk
"He tenido una experiencia horrible! Hice un pedido y a las 2 horas después de estar posponiendolo no me lo pudieron traer, ponía que no encontraban al repartidor. Hice otro pedido en un local distinto y, tras esperar otras dos horas, me lo volvieron a cancelar...",1,2023-01-04T16:24:06,es
Good service.... reliable I just like the continuous delivery update. But work on the time spent are some stores before delivery.,4,2023-01-04T15:46:44,en
There of lot issues with app. Sometimes only one or two restaurants showing.,1,2023-01-04T15:13:41,en
🍕🍕🍕🍕🍕,5,2023-01-04T14:15:15,unknown
"I had recently an issue with an order. They found only half the products at the store, but somehow I haven.t recieved any refund for the missing ones. How can I get my money back, since the app says it was to long ago?",1,2023-01-04T13:29:27,en
Excellent service,5,2023-01-04T13:13:25,ca
good job.,5,2023-01-04T11:01:41,so
"A feature that shows price breakdown of meals should be added. I was reaped-off today. It was absolutely infuriating. Also, Your Nigerian customer service personnel called Khatra, 👎. Should be cautioned. Could feel the passive aggression in her latter responses.",1,2023-01-03T23:17:44,en
please instruct the drivers to position pizza boxes HORIZONTAL!,5,2023-01-03T22:38:34,en
good service,5,2023-01-03T21:56:40,hr
Glovo took my money for glovo prime and I never even wanted it! I had this issue before and I did unsubscribe 2 months ago and now it took money again!!,1,2023-01-03T21:33:46,en
sara7a its good for what its worth,5,2023-01-03T21:03:52,en
Delivered hot and quicker than expected 👌,5,2023-01-03T20:06:10,en
English translation in the app is very very bad,2,2023-01-03T19:36:48,en
"alo debilcine, sklonite onu bolesnu pesmu sa one reklame, da bog da ruke otpale onom ko je smislio",1,2023-01-03T19:03:35,hr
perfect,5,2023-01-03T18:44:41,ca
Tried to order food in Poland. Didnt get number confirmation message. Tried to restart app and apo stopped working.,1,2023-01-03T18:23:49,en
would have given a 5 but there's always room for improvement. awesome first time experience.,4,2023-01-03T18:20:34,en
"for now I gonna be giving them a five star at least better jumia any way, I don't but I think there refund policies better be God than that of jumia",5,2023-01-03T17:02:40,en
Be careful they steal money if there is a mistake ..they stole my money,1,2023-01-03T16:33:30,en
all five,5,2023-01-03T16:31:44,it
the guy came on time not less than 5min after i ordered,5,2023-01-03T16:23:42,en
This app is really effective.,5,2023-01-03T16:21:06,en
it's nice but delivery is too slow,3,2023-01-03T16:03:30,en
The app is okay but the couriers are always angry when delivering.. They never smile..makes me feel so uncomfortable,1,2023-01-03T15:41:22,en
goood,5,2023-01-03T15:04:17,so
best in delivering at ur door step and committed.,5,2023-01-03T14:20:04,en
so good and fast,5,2023-01-03T13:24:47,en
best delivery app. always on time,4,2023-01-03T13:13:45,en
Love the service,5,2023-01-03T12:54:19,en
great,5,2023-01-03T12:47:16,ro
Order had two similar missing products. Selecting both of them ended up in refunding only one and no option to contact support agent,1,2023-01-03T12:44:35,en
it is ok but sometimes the stores show error when you tap on them,2,2023-01-03T11:48:55,en
Iko best,5,2023-01-03T11:33:29,sl
Kasni pola sata jelo koje smo narucili i stalno menjaju vreme porudzbine.,1,2023-01-03T00:29:10,hr
"on time, swift delivery",4,2023-01-03T00:22:22,en
delivery was very late and our pizzas were not very hot,3,2023-01-02T23:42:09,en
"Fast, reliable and good user interface",5,2023-01-02T23:33:47,en
v v good service.......,5,2023-01-02T22:37:27,sl
Antha ok gani delivery ki minimum 100/- (depending on the restaurant/food),1,2023-01-02T22:32:46,en
