review,rating,date,lang
"სულ პრობლემა აქვს აპლიკაციას, რაიმე რომ დაგჭირდეს, საპორტი საათობით გალოდინებს, გაქენსელებული შეკვეთა თავისით დასტურდება და არც თანხას გინაზღაურებენ თუ რამე არასწორი მოხდა მათი აპლიკაციის ან ობიექტის შეცდომის დროს, სალობიე კომპანიაა",1,2025-06-05T22:56:49,et
"Nasty customer service. I placed an order, it wasn't delivered while I was still chatting with the agent he ended the chat without any resolution of either a delivery or refund. Glovo kindly refund my money!!!. Agent dropped the phone on me!! Imaging and I should wait for 10 days to get a refund. If they dont have the facility to resolve issues for payments made on line. then they should limit it to payment on delivery!! Ridiculous!! I still dont have my refund!!",1,2025-06-05T22:50:42,en
good 👍,5,2025-06-05T22:22:30,so
"2021- Problematic app, filled with bugs. 2025-Wife ordered... We haven't received NO food!!! Dont waste time and money on here.",1,2025-06-05T22:17:35,en
Great and fantastic service,5,2025-06-05T21:25:32,en
I won't recommend it. I paid and they never refunded me for a failed order. Scammers!,1,2025-06-05T21:21:20,en
"it takes a 1.5 Euro fee for delivery because of ""bad weather"" . while there is no bad weather, no rain, nothing. it was cloudy all day but not a drop of rain.",1,2025-06-05T21:03:43,en
a devenit groaznic si cauta pana si cele mai penibile si mici motive sa te taxeze mai mult. Asta pe langa faptul ca isi iau bani buni per comanda doar ca sa o PROCESEZE,1,2025-06-05T20:37:29,ro
amazing food at a great price and fast delivery,5,2025-06-05T19:27:18,en
"Spent a long time trying to figure out how to add a credit card, 4 credit cards were declined both local and international, and I could not find any support so I stopped using the app",1,2025-06-05T18:40:44,en
i was debited & order didn't go through... support agents closed the support chats without my issue being resolved,1,2025-06-05T17:41:23,en
"Bad app design when delivery is available only from the one nearest point (500m), but not available for another point near (600m).",1,2025-06-05T16:48:37,en
good service,4,2025-06-05T16:11:18,hr
👍,5,2025-06-05T15:30:46,unknown
"J'ai choisi les articles que je voulais et j'ai procédé au paiement d'un montant total de x dhs. Cependant, certains articles n'étaient pas disponibles, ce qui a réduit le total Or, ils m'ont facturé un montant supérieur. je les contacté sans aucune reponse😔",1,2025-06-05T14:43:53,fr
"aplicatia are oferte si reduceri false, prezinta livrare gratuit si reducer dar dupa te taxeaza chiar mai mult decat pretul prezentat fara reduceri,",1,2025-06-05T14:33:03,ro
"So, I am Glovo prime member and you are still showing me ads on the order tracking page? wow",1,2025-06-05T13:44:59,en
have been using this app for a while 1. my order when delivered never match's what I placed when making the order. 2. why would you say that you get 20%discount when you pay with mpesa global when you know that's a lie ...infact you pay more cause they deduct forex as well. that's misleading information,1,2025-06-05T13:30:20,en
Paid for two disposable plates when ordering from same store and even worse for two different meals that are placed in a single plate. I should be able to pick all my meals from the same store and then select the disposable so I don't get charged twice for a single container,3,2025-06-05T11:27:54,en
Fast and smooth,5,2025-06-05T10:47:33,en
Efficiency redefined!,5,2025-06-05T10:25:04,en
"Quem instalar isto fica completamente nas mãos dos comerciantes, eles podem fazer o que quiser e a Glovo não quer saber desde que receba o seu, pedi um pack de coca colas e meteram 4 coca colas sem cafeina, falei com o suporte e nada, peço alho em pó metem pimenta, nada, peço queijo cheddar para hamburgers metem flamengo, nada, peço cola super 3 gel para uma aplicação em que é importante que a cola não escorra e é muito mais cara que a liquida, metem liquida e como sempre o suporte... nada!!!",1,2025-06-05T10:07:24,pt
No rating on couriers.,1,2025-06-05T08:38:00,en
The service has become deplorable,1,2025-06-05T00:02:33,en
you give me an expired product from KFC and I will never buy KFC from you guys ever again until I get a refund an apology,2,2025-06-04T23:19:30,en
Awesome,5,2025-06-04T22:16:52,af
fast and affordable. keep it up,5,2025-06-04T22:09:41,da
"Almost every time I want to order groceries, most of the items are not available. But the actual issue is that they tell you that the items are unavailable AFTER you placed your order. So the order is processing, and you find out that you're paying for delivery of one lemon. And of course cancellation is not free.",1,2025-06-04T19:55:37,en
they will take your money and not deliver your food or provide a refund. scammers. check trust pilot.,1,2025-06-04T19:45:06,en
please am not able to set up my delivery address it always shows unavailable in the area,4,2025-06-04T19:23:51,en
"Useless... Most of the restaurants in my city appear as ""Temporary unavailable"", including those I usually order from.",1,2025-06-04T17:10:34,en
superbe,5,2025-06-04T16:59:24,id
"use Grove,save time",5,2025-06-04T16:40:32,hr
reliable,5,2025-06-04T13:29:54,ca
"Pathetic customer service , they will never sort your issue",1,2025-06-04T09:40:13,en
I lost my password because I lost my phone so that I also lost my phone number. now glovo customer care no help me which one how I can get the new password.,1,2025-06-04T09:36:08,en
extremely good,5,2025-06-04T08:48:08,en
"I had a terrible experience with Glovo. The delivery agent canceled my order before I even met them, and I never got my food. You still charged me, which feels like theft. This app is unreliable, and the service is disrespectful. I’m extremely disappointed and angry. I demand a full refund immediately. This is unacceptable.",1,2025-06-04T02:33:11,en
Fast delivery!,5,2025-06-03T23:07:02,da
Worst delivery service. : how can i give Again 1 Start rating???!,1,2025-06-03T22:21:53,en
Your couriers need to call 5mins to their destination in other confirm the location,4,2025-06-03T21:57:36,en
"Excellent,they deliver in minutes.",5,2025-06-03T20:53:56,en
woow it delivers,5,2025-06-03T20:49:08,af
